Sequence_ID	biosample_accession
ASV858	SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974253,SAMN30974255,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974306,SAMN30974273,SAMN30974292,SAMN30974274,SAMN30974291,SAMN30974307,SAMN30974290,SAMN30974305
ASV86	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974290,SAMN30974272,SAMN30974273,SAMN30974305,SAMN30974270,SAMN30974271,SAMN30974306,SAMN30974291
ASV860	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974272,SAMN30974307,SAMN30974292,SAMN30974271,SAMN30974270,SAMN30974291
ASV863	SAMN30974306,SAMN30974305,SAMN30974291,SAMN30974307,SAMN30974254,SAMN30974273,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974290,SAMN30974272,SAMN30974271,SAMN30974292,SAMN30974252
ASV865	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974254,SAMN30974273,SAMN30974271,SAMN30974274,SAMN30974272,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974290,SAMN30974305
ASV866	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974254,SAMN30974255,SAMN30974305,SAMN30974290,SAMN30974292,SAMN30974273,SAMN30974306,SAMN30974274,SAMN30974291
ASV867	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974271,SAMN30974255,SAMN30974272,SAMN30974270,SAMN30974273,SAMN30974292
ASV868	SAMN30974252,SAMN30974253,SAMN30974254,SAMN30974255,SAMN30974251,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974270,SAMN30974292,SAMN30974271,SAMN30974272,SAMN30974290,SAMN30974305
ASV869	SAMN30974306,SAMN30974291,SAMN30974273,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974305
ASV87	SAMN30974270,SAMN30974251,SAMN30974272,SAMN30974253,SAMN30974271,SAMN30974252,SAMN30974273,SAMN30974305,SAMN30974290,SAMN30974274,SAMN30974255,SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974254
ASV871	SAMN30974254,SAMN30974273,SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974270
ASV872	SAMN30974306,SAMN30974307,SAMN30974305,SAMN30974254,SAMN30974273,SAMN30974291,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974271,SAMN30974252,SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974272,SAMN30974290
ASV873	SAMN30974273,SAMN30974255,SAMN30974254,SAMN30974291,SAMN30974292,SAMN30974270,SAMN30974253,SAMN30974274,SAMN30974252,SAMN30974307,SAMN30974272,SAMN30974271,SAMN30974306,SAMN30974290,SAMN30974305,SAMN30974251
ASV874	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974273,SAMN30974307,SAMN30974306,SAMN30974255,SAMN30974305,SAMN30974291,SAMN30974292,SAMN30974274,SAMN30974290
ASV875	SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974251,SAMN30974254,SAMN30974273,SAMN30974270,SAMN30974272,SAMN30974274,SAMN30974271,SAMN30974291,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974305,SAMN30974290
ASV876	SAMN30974292,SAMN30974274,SAMN30974307,SAMN30974273,SAMN30974306,SAMN30974254,SAMN30974291,SAMN30974255,SAMN30974290,SAMN30974270,SAMN30974271,SAMN30974272
ASV877	SAMN30974255,SAMN30974274,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974253,SAMN30974307,SAMN30974292,SAMN30974273,SAMN30974270,SAMN30974291,SAMN30974272,SAMN30974306,SAMN30974271
ASV879	SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974274,SAMN30974291,SAMN30974306,SAMN30974273,SAMN30974307,SAMN30974292,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974290
ASV88	SAMN30974272,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974273,SAMN30974253,SAMN30974290,SAMN30974255,SAMN30974252,SAMN30974291,SAMN30974270,SAMN30974307,SAMN30974271,SAMN30974305
ASV880	SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974305,SAMN30974273,SAMN30974290,SAMN30974306,SAMN30974291
ASV881	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974306,SAMN30974305,SAMN30974307,SAMN30974273,SAMN30974292,SAMN30974291,SAMN30974290,SAMN30974274,SAMN30974255
ASV882	SAMN30974273,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974252,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974307,SAMN30974274,SAMN30974291,SAMN30974292,SAMN30974306,SAMN30974305
ASV883	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974254,SAMN30974305,SAMN30974290
ASV884	SAMN30974307,SAMN30974255,SAMN30974251,SAMN30974292,SAMN30974254,SAMN30974274,SAMN30974306,SAMN30974291,SAMN30974273,SAMN30974305,SAMN30974271,SAMN30974270,SAMN30974290
ASV885	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974274,SAMN30974291,SAMN30974290
ASV886	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974274,SAMN30974252,SAMN30974251,SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974270,SAMN30974273,SAMN30974271,SAMN30974291,SAMN30974272,SAMN30974290,SAMN30974305
ASV887	SAMN30974255,SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974273,SAMN30974274,SAMN30974270,SAMN30974292,SAMN30974272,SAMN30974291,SAMN30974271,SAMN30974307
ASV889	SAMN30974272,SAMN30974270,SAMN30974253,SAMN30974292,SAMN30974274,SAMN30974271,SAMN30974273,SAMN30974291,SAMN30974251,SAMN30974290,SAMN30974305,SAMN30974307,SAMN30974252,SAMN30974255,SAMN30974306,SAMN30974254
ASV890	SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974251,SAMN30974273,SAMN30974252,SAMN30974307,SAMN30974253,SAMN30974292,SAMN30974291,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974290
ASV891	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974273,SAMN30974270,SAMN30974254,SAMN30974255,SAMN30974290,SAMN30974306,SAMN30974307,SAMN30974274,SAMN30974305,SAMN30974291
ASV8915	SAMN30974255,SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974273,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974274,SAMN30974291,SAMN30974290,SAMN30974307,SAMN30974292,SAMN30974305,SAMN30974306
ASV8916	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974306,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974290,SAMN30974305
ASV8917	SAMN30974307,SAMN30974253,SAMN30974251,SAMN30974255,SAMN30974252,SAMN30974254,SAMN30974306,SAMN30974292,SAMN30974272,SAMN30974274,SAMN30974271,SAMN30974291,SAMN30974305
ASV8918	SAMN30974255,SAMN30974271,SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974274,SAMN30974273,SAMN30974272,SAMN30974291,SAMN30974292,SAMN30974307,SAMN30974270,SAMN30974306,SAMN30974305
ASV8919	SAMN30974307,SAMN30974306,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974292,SAMN30974273,SAMN30974272,SAMN30974252,SAMN30974291,SAMN30974271,SAMN30974305,SAMN30974255,SAMN30974270,SAMN30974274,SAMN30974290
ASV892	SAMN30974253,SAMN30974255,SAMN30974274,SAMN30974252,SAMN30974254,SAMN30974251,SAMN30974273,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974307,SAMN30974291,SAMN30974292,SAMN30974306,SAMN30974290,SAMN30974305
ASV8920	SAMN30974306,SAMN30974307,SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974273,SAMN30974252,SAMN30974305,SAMN30974272,SAMN30974291,SAMN30974270,SAMN30974271,SAMN30974292,SAMN30974255,SAMN30974274,SAMN30974290
ASV8921	SAMN30974254,SAMN30974274,SAMN30974307,SAMN30974273,SAMN30974271,SAMN30974306,SAMN30974270,SAMN30974292,SAMN30974272,SAMN30974255,SAMN30974291,SAMN30974252,SAMN30974251,SAMN30974305,SAMN30974253,SAMN30974290
ASV8922	SAMN30974254,SAMN30974253,SAMN30974255,SAMN30974306,SAMN30974273,SAMN30974307,SAMN30974252,SAMN30974272,SAMN30974292,SAMN30974271,SAMN30974274,SAMN30974251,SAMN30974291,SAMN30974270,SAMN30974305,SAMN30974290
ASV8923	SAMN30974253,SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974273,SAMN30974292,SAMN30974307,SAMN30974274,SAMN30974290,SAMN30974305
ASV8924	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974273,SAMN30974292,SAMN30974270,SAMN30974307,SAMN30974274,SAMN30974306,SAMN30974291,SAMN30974305,SAMN30974290
ASV8925	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974273,SAMN30974255,SAMN30974306,SAMN30974291,SAMN30974305,SAMN30974290,SAMN30974307,SAMN30974274,SAMN30974292
ASV8926	SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974253,SAMN30974307,SAMN30974273,SAMN30974270,SAMN30974274,SAMN30974271,SAMN30974291,SAMN30974292,SAMN30974306,SAMN30974272,SAMN30974305,SAMN30974290
ASV8927	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974290,SAMN30974255,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974273,SAMN30974305,SAMN30974291
ASV8928	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974255,SAMN30974272,SAMN30974306,SAMN30974270,SAMN30974271,SAMN30974274,SAMN30974290,SAMN30974273,SAMN30974307,SAMN30974305,SAMN30974292,SAMN30974291
ASV8929	SAMN30974307,SAMN30974255,SAMN30974274,SAMN30974306,SAMN30974292,SAMN30974254,SAMN30974291,SAMN30974253,SAMN30974273,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974305,SAMN30974290
ASV893	SAMN30974271,SAMN30974272,SAMN30974306,SAMN30974291,SAMN30974270,SAMN30974251,SAMN30974292,SAMN30974307,SAMN30974253,SAMN30974252,SAMN30974290,SAMN30974273,SAMN30974305,SAMN30974254
ASV8930	SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974273,SAMN30974307,SAMN30974272,SAMN30974274,SAMN30974271,SAMN30974306,SAMN30974292,SAMN30974270,SAMN30974291,SAMN30974290,SAMN30974305
ASV8931	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974255,SAMN30974273,SAMN30974290,SAMN30974306,SAMN30974291,SAMN30974274,SAMN30974305
ASV8932	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974307,SAMN30974290,SAMN30974291,SAMN30974292,SAMN30974305
ASV8933	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974254,SAMN30974273,SAMN30974291,SAMN30974305,SAMN30974306,SAMN30974290,SAMN30974292,SAMN30974307
ASV8934	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974254,SAMN30974270,SAMN30974306,SAMN30974273,SAMN30974291,SAMN30974290
ASV8935	SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974253,SAMN30974273,SAMN30974252,SAMN30974251,SAMN30974306,SAMN30974274,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974290
ASV8936	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974274,SAMN30974273,SAMN30974307,SAMN30974272,SAMN30974270,SAMN30974306,SAMN30974291,SAMN30974271,SAMN30974292,SAMN30974305,SAMN30974290
ASV8937	SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974274,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974307,SAMN30974273,SAMN30974306,SAMN30974290,SAMN30974292,SAMN30974305
ASV8938	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974307,SAMN30974273,SAMN30974292,SAMN30974272,SAMN30974271
ASV8939	SAMN30974254,SAMN30974251,SAMN30974255,SAMN30974252,SAMN30974253,SAMN30974306,SAMN30974307,SAMN30974273,SAMN30974305,SAMN30974272,SAMN30974274,SAMN30974271,SAMN30974291,SAMN30974292,SAMN30974270,SAMN30974290
ASV894	SAMN30974254,SAMN30974307,SAMN30974255,SAMN30974306,SAMN30974274,SAMN30974251,SAMN30974273,SAMN30974253,SAMN30974272,SAMN30974270,SAMN30974292,SAMN30974252,SAMN30974291,SAMN30974271,SAMN30974290,SAMN30974305
ASV8940	SAMN30974251,SAMN30974253,SAMN30974306,SAMN30974272,SAMN30974252,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974254,SAMN30974273,SAMN30974291,SAMN30974290,SAMN30974292
ASV8941	SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974274,SAMN30974272,SAMN30974270,SAMN30974273,SAMN30974307,SAMN30974292,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974305
ASV8942	SAMN30974274,SAMN30974255,SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974252,SAMN30974291,SAMN30974253,SAMN30974272,SAMN30974270,SAMN30974290
ASV8943	SAMN30974253,SAMN30974270,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974306,SAMN30974254,SAMN30974305,SAMN30974273,SAMN30974255,SAMN30974291,SAMN30974307,SAMN30974290,SAMN30974292,SAMN30974274
ASV8944	SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974292,SAMN30974273,SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974305
ASV8945	SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974305,SAMN30974292,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974271,SAMN30974270,SAMN30974290,SAMN30974251,SAMN30974272,SAMN30974252,SAMN30974253
ASV8946	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974270,SAMN30974272,SAMN30974292,SAMN30974271
ASV8947	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974307,SAMN30974254,SAMN30974273,SAMN30974306,SAMN30974291,SAMN30974271,SAMN30974274,SAMN30974272,SAMN30974270,SAMN30974292,SAMN30974255,SAMN30974305
ASV8948	SAMN30974307,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974273,SAMN30974272,SAMN30974291,SAMN30974271,SAMN30974306,SAMN30974252,SAMN30974305
ASV8949	SAMN30974255,SAMN30974271,SAMN30974273,SAMN30974270,SAMN30974252,SAMN30974292,SAMN30974253,SAMN30974272,SAMN30974254,SAMN30974251,SAMN30974291,SAMN30974306,SAMN30974274,SAMN30974307,SAMN30974290,SAMN30974305
ASV895	SAMN30974254,SAMN30974253,SAMN30974273,SAMN30974307,SAMN30974255,SAMN30974272,SAMN30974274,SAMN30974291,SAMN30974306,SAMN30974292,SAMN30974252,SAMN30974251,SAMN30974271,SAMN30974305,SAMN30974290
ASV8950	SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974251,SAMN30974254,SAMN30974272,SAMN30974271
ASV8951	SAMN30974271,SAMN30974255,SAMN30974307,SAMN30974254,SAMN30974274,SAMN30974306,SAMN30974253,SAMN30974273,SAMN30974292,SAMN30974291,SAMN30974270,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974305,SAMN30974290
ASV8952	SAMN30974307,SAMN30974253,SAMN30974251,SAMN30974306,SAMN30974292,SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974252,SAMN30974255,SAMN30974271,SAMN30974254,SAMN30974291,SAMN30974274,SAMN30974290,SAMN30974273
ASV8953	SAMN30974251,SAMN30974272,SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974270,SAMN30974252,SAMN30974271,SAMN30974273,SAMN30974292,SAMN30974291,SAMN30974306,SAMN30974307
ASV8954	SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974274,SAMN30974291,SAMN30974305,SAMN30974254,SAMN30974255,SAMN30974253
ASV8955	SAMN30974306,SAMN30974254,SAMN30974307,SAMN30974273,SAMN30974272,SAMN30974291,SAMN30974270,SAMN30974253,SAMN30974252,SAMN30974271,SAMN30974251,SAMN30974305,SAMN30974274,SAMN30974255,SAMN30974292,SAMN30974290
ASV8956	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974307,SAMN30974270
ASV8957	SAMN30974307,SAMN30974254,SAMN30974292,SAMN30974255,SAMN30974291,SAMN30974274,SAMN30974273,SAMN30974306
ASV8958	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974271,SAMN30974273,SAMN30974272,SAMN30974270,SAMN30974291,SAMN30974290
ASV8959	SAMN30974251,SAMN30974253,SAMN30974273,SAMN30974271,SAMN30974252,SAMN30974272,SAMN30974254,SAMN30974306,SAMN30974270,SAMN30974255,SAMN30974290,SAMN30974305,SAMN30974307
ASV8960	SAMN30974255,SAMN30974252,SAMN30974253,SAMN30974307,SAMN30974254,SAMN30974273,SAMN30974251,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974305,SAMN30974274,SAMN30974290
ASV8961	SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974274,SAMN30974273,SAMN30974254,SAMN30974255,SAMN30974271
ASV8962	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974305
ASV8963	SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974291,SAMN30974307,SAMN30974306,SAMN30974305,SAMN30974292,SAMN30974290,SAMN30974274,SAMN30974252
ASV8964	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974271,SAMN30974274,SAMN30974272,SAMN30974292
ASV8965	SAMN30974306,SAMN30974307,SAMN30974273,SAMN30974291,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974305,SAMN30974270,SAMN30974254,SAMN30974271,SAMN30974290
ASV8966	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974271,SAMN30974254,SAMN30974270,SAMN30974290,SAMN30974305,SAMN30974272
ASV8967	SAMN30974254,SAMN30974306,SAMN30974253,SAMN30974272,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974273,SAMN30974255,SAMN30974292,SAMN30974305,SAMN30974271,SAMN30974307,SAMN30974291,SAMN30974274,SAMN30974290
ASV8968	SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974253,SAMN30974270,SAMN30974271,SAMN30974305,SAMN30974306,SAMN30974290,SAMN30974273,SAMN30974307,SAMN30974291
ASV8969	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974306,SAMN30974305,SAMN30974290,SAMN30974291
ASV897	SAMN30974254,SAMN30974253,SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974273,SAMN30974272,SAMN30974307,SAMN30974274,SAMN30974271,SAMN30974270,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974290
ASV8970	SAMN30974254,SAMN30974251,SAMN30974255,SAMN30974253,SAMN30974273,SAMN30974292,SAMN30974274,SAMN30974252,SAMN30974272,SAMN30974271
ASV8971	SAMN30974307,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974292,SAMN30974306,SAMN30974272,SAMN30974270,SAMN30974291,SAMN30974271,SAMN30974274,SAMN30974273,SAMN30974305,SAMN30974290
ASV8972	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974273,SAMN30974270,SAMN30974291,SAMN30974274
ASV8973	SAMN30974255,SAMN30974307,SAMN30974254,SAMN30974273,SAMN30974291,SAMN30974306,SAMN30974274,SAMN30974292,SAMN30974251,SAMN30974290,SAMN30974305,SAMN30974270,SAMN30974271
ASV8974	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974307,SAMN30974274,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974305
ASV8975	SAMN30974251,SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974292,SAMN30974274,SAMN30974272,SAMN30974270,SAMN30974291,SAMN30974307,SAMN30974290
ASV8976	SAMN30974251,SAMN30974255,SAMN30974272,SAMN30974270,SAMN30974292,SAMN30974273,SAMN30974271,SAMN30974254,SAMN30974305,SAMN30974290
ASV8977	SAMN30974307,SAMN30974253,SAMN30974254,SAMN30974255,SAMN30974252,SAMN30974292,SAMN30974251,SAMN30974306,SAMN30974272,SAMN30974291,SAMN30974274,SAMN30974273,SAMN30974271,SAMN30974290,SAMN30974270
ASV8978	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974270
ASV8979	SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974254,SAMN30974292,SAMN30974274,SAMN30974255,SAMN30974305,SAMN30974272,SAMN30974252,SAMN30974270,SAMN30974253,SAMN30974271,SAMN30974290
ASV898	SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974272,SAMN30974270,SAMN30974255,SAMN30974291,SAMN30974290,SAMN30974271,SAMN30974292,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974307,SAMN30974305
ASV8980	SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974251,SAMN30974273,SAMN30974253,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974290
ASV8981	SAMN30974307,SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974274,SAMN30974273,SAMN30974255,SAMN30974292,SAMN30974253,SAMN30974291,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974305,SAMN30974290
ASV8982	SAMN30974274,SAMN30974273,SAMN30974251,SAMN30974252,SAMN30974307,SAMN30974253,SAMN30974255,SAMN30974306,SAMN30974254
ASV8983	SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974253,SAMN30974307
ASV8984	SAMN30974253,SAMN30974254,SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974273,SAMN30974274,SAMN30974270,SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974272,SAMN30974271,SAMN30974290,SAMN30974291,SAMN30974305
ASV8985	SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974272,SAMN30974305,SAMN30974273,SAMN30974290,SAMN30974307,SAMN30974274,SAMN30974270
ASV8986	SAMN30974251,SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974252,SAMN30974272,SAMN30974270,SAMN30974306,SAMN30974271,SAMN30974273,SAMN30974307,SAMN30974274,SAMN30974291,SAMN30974292
ASV8987	SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974253,SAMN30974274,SAMN30974273,SAMN30974306,SAMN30974251,SAMN30974252,SAMN30974292,SAMN30974291,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974305,SAMN30974290
ASV8988	SAMN30974254,SAMN30974255,SAMN30974307,SAMN30974273,SAMN30974306,SAMN30974274,SAMN30974252,SAMN30974251,SAMN30974291,SAMN30974292,SAMN30974290
ASV8989	SAMN30974255,SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974274,SAMN30974252,SAMN30974273,SAMN30974291,SAMN30974292,SAMN30974272,SAMN30974271,SAMN30974307,SAMN30974270
ASV899	SAMN30974255,SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974274,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974273,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974305
ASV8990	SAMN30974254,SAMN30974255,SAMN30974307,SAMN30974306,SAMN30974274,SAMN30974292,SAMN30974251,SAMN30974291,SAMN30974271,SAMN30974273
ASV8991	SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974292,SAMN30974253,SAMN30974291,SAMN30974306,SAMN30974305,SAMN30974251,SAMN30974307,SAMN30974273,SAMN30974252,SAMN30974274,SAMN30974290,SAMN30974254
ASV8992	SAMN30974254,SAMN30974255,SAMN30974306,SAMN30974274,SAMN30974307,SAMN30974291,SAMN30974292,SAMN30974273,SAMN30974253,SAMN30974305,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974290
ASV8993	SAMN30974255,SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974307,SAMN30974306,SAMN30974273,SAMN30974270,SAMN30974271,SAMN30974291,SAMN30974272,SAMN30974305,SAMN30974290
ASV8994	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974270,SAMN30974272,SAMN30974305,SAMN30974271,SAMN30974290,SAMN30974306,SAMN30974254
ASV8996	SAMN30974305,SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974292,SAMN30974290
ASV8997	SAMN30974307,SAMN30974274,SAMN30974306,SAMN30974252,SAMN30974273,SAMN30974253,SAMN30974272,SAMN30974292,SAMN30974251,SAMN30974291,SAMN30974254,SAMN30974255,SAMN30974305
ASV8998	SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974274,SAMN30974253,SAMN30974273
ASV8999	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974270,SAMN30974274,SAMN30974271,SAMN30974272
ASV9	SAMN30974273,SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974252,SAMN30974274,SAMN30974292,SAMN30974290,SAMN30974271,SAMN30974305
ASV90	SAMN30974253,SAMN30974252,SAMN30974306,SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974271,SAMN30974290,SAMN30974272,SAMN30974274,SAMN30974292,SAMN30974270,SAMN30974307,SAMN30974305,SAMN30974291
ASV900	SAMN30974306,SAMN30974272,SAMN30974270,SAMN30974307,SAMN30974271,SAMN30974305,SAMN30974291,SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974290,SAMN30974252
ASV9000	SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974290,SAMN30974274,SAMN30974292
